surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
68.0,42,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,230000.0
140.0,42,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,335000.0
143.0,42,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,295000.0
109.0,5,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,550000.0
112.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570000.0
140.0,5,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,700000.0
51.0,33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95000.0
120.0,33,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,550000.0
70.0,88,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
107.0,16,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
67.0,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,195000.0
142.0,5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,670000.0
172.0,42,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340000.0
110.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,280000.0
137.0,42,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,319999.0
127.0,17,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,420000.0
107.0,74,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,170000.0
95.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265000.0
115.0,42,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,315000.0
47.0,42,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,170000.0
90.0,42,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215000.0
120.0,33,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,420000.0
145.0,16,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,320000.0
143.0,17,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,295000.0
109.0,42,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,230000.0
143.0,42,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,294999.0
