surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
100.0,28,3.0,2,,,,,,,,270000.0
120.0,28,3.0,2,,,,,,,,350000.0
117.0,17,3.0,2,,,,,,,,210000.0
88.0,60,2.0,1,,,,,,,,170000.0
147.0,7,3.0,2,,,,,,,,185000.0
74.0,69,1.0,1,,,,,,,,173900.0
165.0,16,3.0,3,,,,,,,,325000.0
85.0,28,2.0,1,,,,,,,,270000.0
145.0,28,3.0,2,,,,,,,,425000.0
170.0,12,4.0,3,,,,,,,,590000.0
189.0,28,4.0,3,,,,,,,,530000.0
75.0,41,2.0,1,,,,,,,,180000.0
75.0,17,2.0,1,,,,,,,,375000.0
80.0,61,2.0,1,,,,,,,,135000.0
167.0,28,3.0,3,,,,,,,,370000.0
80.0,12,2.0,1,,,,,,,,200000.0
160.0,17,3.0,3,,,,,,,,620000.0
180.0,76,4.0,3,,,,,,,,250000.0
186.0,28,4.0,3,,,,,,,,690000.0
118.0,12,3.0,2,,,,,,,,291000.0
149.0,28,3.0,2,,,,,,,,287000.0
140.0,12,3.0,2,,,,,,,,280000.0
136.0,12,3.0,2,,,,,,,,327000.0
168.0,28,3.0,3,,,,,,,,485000.0
200.0,16,3.0,3,,,,,,,,425000.0
160.0,14,3.0,3,,,,,,,,520000.0
83.0,58,1.0,1,,,,,,,,200000.0
165.0,16,3.0,3,,,,,,,,305000.0
133.0,17,3.0,2,,,,,,,,390000.0
111.0,16,2.0,2,,,,,,,,270000.0
76.0,45,3.0,2,,,,,,,,125000.0
92.0,16,2.0,1,,,,,,,,250000.0
128.0,45,3.0,2,,,,,,,,130000.0
80.0,76,2.0,1,,,,,,,,115000.0
160.0,12,3.0,3,,,,,,,,690000.0
120.0,76,2.0,2,,,,,,,,225000.0
143.0,12,3.0,2,,,,,,,,335000.0
90.0,76,2.0,1,,,,,,,,148000.0
121.0,62,3.0,2,,,,,,,,270000.0
77.0,17,1.0,1,,,,,,,,245000.0
60.0,17,1.0,1,,,,,,,,180000.0
111.0,45,3.0,2,,,,,,,,195000.0
140.0,12,3.0,2,,,,,,,,410000.0
135.0,12,3.0,2,,,,,,,,295000.0
76.0,46,3.0,2,,,,,,,,170000.0
120.0,28,2.0,2,,,,,,,,280000.0
176.0,28,3.0,3,,,,,,,,330000.0
120.0,28,3.0,2,,,,,,,,250000.0
100.0,16,3.0,2,,,,,,,,170000.0
90.0,14,2.0,1,,,,,,,,230000.0
145.0,16,3.0,2,,,,,,,,400000.0
50.0,10,1.0,1,,,,,,,,320000.0
47.0,12,1.0,1,,,,,,,,350000.0
90.0,12,2.0,1,,,,,,,,270000.0
144.0,28,3.0,2,,,,,,,,403000.0
105.0,61,3.0,2,,,,,,,,210000.0
51.0,28,1.0,1,,,,,,,,140000.0
111.0,43,3.0,2,,,,,,,,170000.0
120.0,17,2.0,2,,,,,,,,506620.0
154.0,35,3.0,3,,,,,,,,260000.0
85.0,14,2.0,1,,,,,,,,247000.0
128.0,62,3.0,2,,,,,,,,250000.0
170.0,17,3.0,3,,,,,,,,739000.0
80.0,64,2.0,1,,,,,,,,105000.0
140.0,16,3.0,2,,,,,,,,300000.0
86.0,28,3.0,2,,,,,,,,190000.0
70.0,43,2.0,1,,,,,,,,83000.0
142.0,28,3.0,2,,,,,,,,295000.0
117.0,28,3.0,2,,,,,,,,327000.0
169.0,17,3.0,3,,,,,,,,530000.0
90.0,76,2.0,1,,,,,,,,135000.0
90.0,76,2.0,1,,,,,,,,110000.0
127.0,17,2.0,2,,,,,,,,440000.0
140.0,16,3.0,2,,,,,,,,370000.0
115.0,62,2.0,2,,,,,,,,200000.0
147.0,7,3.0,2,,,,,,,,185000.0
56.0,12,1.0,1,,,,,,,,370000.0
140.0,16,3.0,2,,,,,,,,370000.0
156.0,17,3.0,3,,,,,,,,702000.0
170.0,62,4.0,3,,,,,,,,550000.0
105.0,12,2.0,2,,,,,,,,280000.0
100.0,38,3.0,2,,,,,,,,227000.0
98.0,17,2.0,1,,,,,,,,300000.0
160.0,14,3.0,3,,,,,,,,420000.0
146.0,17,3.0,2,,,,,,,,315000.0
100.0,45,3.0,2,,,,,,,,150000.0
129.0,17,3.0,2,,,,,,,,645000.0
148.0,28,3.0,2,,,,,,,,480000.0
55.0,16,1.0,1,,,,,,,,165000.0
130.0,12,3.0,2,,,,,,,,300000.0
145.0,17,3.0,2,,,,,,,,390000.0
55.0,28,1.0,1,,,,,,,,150000.0
120.0,41,3.0,2,,,,,,,,260000.0
98.0,41,2.0,1,,,,,,,,235000.0
86.0,28,2.0,1,,,,,,,,180000.0
150.0,76,3.0,3,,,,,,,,310000.0
121.0,12,2.0,2,,,,,,,,295000.0
90.0,14,2.0,1,,,,,,,,370000.0
180.0,12,4.0,3,,,,,,,,370000.0
200.0,7,1.0,1,,,,,,,,800000.0
45.0,45,1.0,1,,,,,,,,100000.0
174.0,16,1.0,1,,,,,,,,557000.0
146.0,28,3.0,2,,,,,,,,350000.0
95.0,41,2.0,1,,,,,,,,280000.0
120.0,61,3.0,2,,,,,,,,240000.0
90.0,12,2.0,1,,,,,,,,200000.0
84.0,74,2.0,1,,,,,,,,160000.0
95.0,58,2.0,1,,,,,,,,195000.0
110.0,38,3.0,2,,,,,,,,200000.0
75.0,16,2.0,1,,,,,,,,250000.0
175.0,16,4.0,3,,,,,,,,485000.0
170.0,17,3.0,3,,,,,,,,700000.0
180.0,17,3.0,3,,,,,,,,520000.0
136.0,14,2.0,2,,,,,,,,465000.0
60.0,28,1.0,1,,,,,,,,180000.0
100.0,41,3.0,2,,,,,,,,145000.0
111.0,28,2.0,2,,,,,,,,195000.0
125.0,28,3.0,2,,,,,,,,130000.0
118.0,62,2.0,2,,,,,,,,272000.0
77.0,91,2.0,1,,,,,,,,120000.0
100.0,16,3.0,2,,,,,,,,250000.0
30.0,14,1.0,1,,,,,,,,100000.0
78.0,45,2.0,1,,,,,,,,170000.0
93.0,76,2.0,1,,,,,,,,130000.0
145.0,12,3.0,2,,,,,,,,400000.0
100.0,91,3.0,2,,,,,,,,150000.0
115.0,38,3.0,2,,,,,,,,210000.0
110.0,28,3.0,2,,,,,,,,190000.0
139.0,17,3.0,2,,,,,,,,260000.0
60.0,12,1.0,1,,,,,,,,26000.0
54.0,36,1.0,1,,,,,,,,100000.0
130.0,28,3.0,2,,,,,,,,370000.0
85.0,12,3.0,2,,,,,,,,320000.0
175.0,17,4.0,3,,,,,,,,430000.0
156.0,12,3.0,3,,,,,,,,336000.0
100.0,28,3.0,2,,,,,,,,200000.0
134.0,28,3.0,2,,,,,,,,225000.0
78.0,17,1.0,1,,,,,,,,350000.0
50.0,76,1.0,1,,,,,,,,90000.0
130.0,12,3.0,2,,,,,,,,256000.0
150.0,28,3.0,3,,,,,,,,345000.0
79.0,28,3.0,2,,,,,,,,310000.0
121.0,28,2.0,2,,,,,,,,270000.0
86.0,28,2.0,1,,,,,,,,200000.0
66.0,12,1.0,1,,,,,,,,210000.0
85.0,14,2.0,1,,,,,,,,247000.0
135.0,14,3.0,2,,,,,,,,330000.0
187.0,17,3.0,3,,,,,,,,350000.0
124.0,17,2.0,2,,,,,,,,477400.0
105.0,28,2.0,2,,,,,,,,189000.0
154.0,12,3.0,3,,,,,,,,345000.0
150.0,17,2.0,2,,,,,,,,397000.0
73.0,28,2.0,1,,,,,,,,170000.0
85.0,17,1.0,1,,,,,,,,185000.0
130.0,43,3.0,2,,,,,,,,190000.0
115.0,16,3.0,2,,,,,,,,165000.0
75.0,16,2.0,1,,,,,,,,250000.0
60.0,76,1.0,1,,,,,,,,85000.0
180.0,38,4.0,3,,,,,,,,980000.0
165.0,17,3.0,3,,,,,,,,665000.0
106.0,14,3.0,2,,,,,,,,240000.0
85.0,43,2.0,1,,,,,,,,350000.0
52.0,12,1.0,1,,,,,,,,167000.0
179.0,16,4.0,3,,,,,,,,420000.0
73.0,17,2.0,1,,,,,,,,190000.0
95.0,60,2.0,1,,,,,,,,240000.0
