surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
85.0,25,2.0,1.0,0,0,0,0,0,1,1,150000.0
85.0,34,1.0,1.0,1,0,0,0,0,1,1,180000.0
122.0,17,3.0,2.0,1,0,0,0,0,1,1,300000.0
176.0,5,3.0,2.0,1,0,0,0,1,1,1,848000.0
160.0,5,3.0,2.0,1,0,0,0,1,1,1,785000.0
144.0,42,3.0,2.0,1,0,0,0,1,1,1,310000.0
135.0,42,2.0,1.0,1,0,0,0,1,1,0,350000.0
100.0,42,2.0,1.0,0,0,0,0,0,1,1,250000.0
72.0,5,1.0,1.0,1,0,0,0,0,1,1,320000.0
110.0,42,2.0,1.0,0,0,0,0,0,1,1,255000.0
96.0,42,2.0,1.0,0,0,0,0,0,1,1,246000.0
148.0,8,2.0,1.0,1,0,0,1,1,1,0,780000.0
140.0,14,2.0,2.0,0,0,0,0,1,1,1,415000.0
66.0,3,1.0,1.0,1,1,0,0,1,1,1,249000.0
128.0,17,2.0,1.0,0,0,0,0,1,1,1,412000.0
104.0,25,2.0,1.0,1,0,0,0,1,1,1,260000.0
150.0,20,3.0,2.0,1,0,0,0,1,1,1,630000.0
132.0,17,2.0,3.0,1,0,0,0,1,1,1,450000.0
157.0,20,3.0,2.0,1,0,0,0,1,1,1,495000.0
70.0,5,1.0,2.0,1,1,0,0,1,1,1,400000.0
225.0,5,3.0,3.0,1,0,0,0,1,1,1,770000.0
99.0,16,2.0,1.0,1,0,0,0,1,1,1,396000.0
45.0,13,0.0,1.0,0,0,0,0,0,0,0,240000.0
75.0,31,2.0,1.0,0,0,0,0,1,1,1,260000.0
162.0,5,3.0,2.0,1,0,0,0,1,1,1,650000.0
58.0,42,1.0,1.0,0,0,0,0,0,1,0,190000.0
120.0,30,2.0,1.0,0,0,0,0,0,1,1,415000.0
140.0,61,3.0,1.0,1,0,0,0,1,1,1,210000.0
104.0,25,2.0,1.0,1,0,0,0,1,1,1,260000.0
110.0,14,2.0,2.0,1,0,0,0,0,1,0,2700000.0
77.0,20,1.0,1.0,1,0,0,1,1,1,0,330000.0
40.0,30,1.0,1.0,0,0,0,0,0,1,1,165000.0
96.0,31,2.0,1.0,0,0,0,0,0,1,0,220000.0
90.0,96,2.0,1.0,0,0,0,0,0,0,0,120000.0
90.0,95,2.0,2.0,0,0,0,0,0,0,0,140000.0
67.0,42,1.0,1.0,1,0,0,0,0,1,1,250000.0
105.0,42,2.0,1.0,1,0,0,0,1,1,1,370000.0
40.0,30,1.0,1.0,0,0,0,0,1,1,1,170000.0
117.0,61,3.0,1.0,1,0,0,0,1,1,1,315000.0
103.0,17,2.0,1.0,1,0,0,0,1,1,1,360000.0
61.0,42,1.0,1.0,0,0,0,0,1,1,1,235000.0
101.0,42,2.0,1.0,1,0,0,0,0,1,1,357000.0
75.0,24,2.0,1.0,1,0,0,0,0,0,1,145000.0
97.0,42,1.0,1.0,1,0,0,0,1,1,1,240000.0
160.0,18,3.0,3.0,1,0,0,0,1,1,1,580000.0
67.0,42,2.0,1.0,1,0,0,0,1,1,1,249000.0
77.0,17,1.0,1.0,0,0,0,0,1,1,1,277000.0
80.0,72,2.0,1.0,0,0,0,0,0,0,0,125000.0
155.0,17,3.0,2.0,1,0,0,0,1,1,1,570000.0
121.0,5,2.0,1.0,1,1,0,0,1,1,1,520000.0
79.0,4,2.0,2.0,0,0,1,0,0,1,1,255000.0
100.0,5,2.0,1.0,1,0,0,0,1,1,0,380000.0
73.0,5,2.0,1.0,0,0,0,0,1,1,1,335000.0
198.0,5,3.0,3.0,1,0,0,0,0,1,1,620000.0
157.0,20,3.0,2.0,1,0,0,0,0,1,1,495000.0
152.0,20,2.0,2.0,0,0,0,0,1,1,1,425000.0
157.0,20,3.0,2.0,1,0,0,0,1,1,1,495000.0
70.0,65,2.0,1.0,0,0,0,1,0,0,0,85000.0
150.0,60,3.0,1.0,0,0,0,0,0,0,0,190000.0
90.0,7,2.0,1.0,0,0,0,0,0,0,0,320000.0
117.0,3,2.0,2.0,1,0,0,0,1,1,1,380000.0
101.0,72,3.0,1.0,0,0,0,0,0,0,0,140000.0
95.0,61,2.0,1.0,0,0,0,0,0,1,1,195000.0
175.0,17,3.0,3.0,1,0,0,0,1,1,1,650000.0
100.0,6,2.0,2.0,0,0,0,0,0,1,1,235000.0
122.0,20,2.0,1.0,0,0,0,0,1,1,0,288000.0
155.0,16,3.0,2.0,1,0,0,0,1,1,1,365000.0
100.0,42,4.0,2.0,1,0,0,0,0,1,1,270000.0
130.0,42,2.0,1.0,1,0,0,0,1,1,1,300000.0
133.0,42,2.0,2.0,1,0,0,0,1,1,1,340000.0
97.0,42,1.0,1.0,1,0,0,0,1,1,1,265000.0
75.0,15,1.0,1.0,1,0,0,0,1,1,0,298000.0
56.0,42,1.0,2.0,1,0,0,0,1,1,1,215000.0
100.0,14,1.0,1.0,0,0,0,0,0,0,0,170000.0
124.0,13,3.0,1.0,0,0,0,0,1,1,0,305000.0
180.0,12,3.0,1.0,0,0,1,0,1,1,1,1500000.0
193.0,12,3.0,1.0,0,0,1,0,1,1,1,1500000.0
73.0,60,2.0,1.0,0,0,0,0,0,0,0,265000.0
100.0,92,3.0,2.0,0,0,0,0,0,0,0,110000.0
100.0,90,2.0,1.0,0,0,0,0,0,0,0,130000.0
